,Type,InputFile,Mean,Std
0,Nodes,2222222222,49.9,0.36055512754639896
1,Nodes,2222222222,49.9,0.36055512754639896
2,Edges,2222222222,150.42,9.77157100982232
3,Edges,2222222222,150.42,9.77157100982232
4,DCen,2222222222,0.12329669470653566,0.0767451641044331
5,DCen,2222222222,0.12329669470653566,0.0767451641044331
6,CCen,2222222222,0.16326022438032248,0.04194491221152325
7,CCen,2222222222,0.16326022438032248,0.04194491221152325
8,BCen,2222222222,0.023017867687397046,0.0327924142808473
9,BCen,2222222222,0.023017867687397046,0.0327924142808473
