,Type,Mean,Std
0,Nodes,36.54,6.280796127880605
1,Edges,42.88,10.277431585761104
2,DCen,0.06528243435558971,0.08056788722100856
3,CCen,0.0417952259479365,0.018577046249410745
4,BCen,0.0015674708428262325,0.005804778638938409
