,Type,Mean,Std
0,Nodes,38.2,4.237924020083418
1,Edges,44.92,9.503346778898475
2,DCen,0.06269956207281599,0.059874052323938234
3,CCen,0.04382554514020593,0.02716091828184752
4,BCen,0.0025797337213067234,0.008709919401686394
