,Type,InputFile,Mean,Std
0,Nodes,4444444444,20.68,5.135912771844942
1,Nodes,4444444444,20.68,5.135912771844942
2,Edges,4444444444,17.5,5.762811813689564
3,Edges,4444444444,17.5,5.762811813689564
4,DCen,4444444444,0.08501749174604599,0.06934815970615694
5,DCen,4444444444,0.08501749174604599,0.06934815970615694
6,CCen,4444444444,0.04799155158998152,0.03744360226012419
7,CCen,4444444444,0.04799155158998152,0.03744360226012419
8,BCen,4444444444,0.001286356583345674,0.00479323132643814
9,BCen,4444444444,0.001286356583345674,0.00479323132643814
