,Type,Mean,Std
0,Nodes,39.82,3.9227031496150713
1,Edges,50.96,10.499447604517105
2,DCen,0.06540629602320334,0.06429237793466334
3,CCen,0.04535860244914336,0.026939984094334023
4,BCen,0.0034587582815375343,0.012444483008232372
