,Type,InputFile,Mean,Std
0,Nodes,3636363636,42.54,3.868901652924251
1,Nodes,3636363636,50.0,0.0
2,Edges,3636363636,61.18,12.017803459867364
3,Edges,3636363636,259.18,10.816080621001307
4,DCen,3636363636,0.06875766113920895,0.061307207340663174
5,DCen,3636363636,0.21157551020408158,0.07825130694585146
6,CCen,3636363636,0.05335693599883678,0.02999860845969582
7,CCen,3636363636,0.33548723140045666,0.037548912447731134
8,BCen,3636363636,0.005338732593041227,0.015012143620125002
9,BCen,3636363636,0.029566836734693874,0.024760167616805044
