,Type,InputFile,Mean,Std
0,Nodes,2727272727,49.88,0.3815756805667782
1,Nodes,2727272727,49.98,0.14
2,Edges,2727272727,146.8,12.289833196589774
3,Edges,2727272727,153.8,14.355486755941088
4,DCen,2727272727,0.12038960809459855,0.0743887330111155
5,DCen,2727272727,0.1256502601040416,0.06851775785606604
6,CCen,2727272727,0.16467444606978476,0.049358038676573096
7,CCen,2727272727,0.17583975475568864,0.052264456320561176
8,BCen,2727272727,0.02569072411001883,0.03649930010202475
9,BCen,2727272727,0.029003184715773702,0.03941972450932229
