,Type,Mean,Std
0,Nodes,7.56,7.144676339765154
1,Edges,6.9,6.747592163134936
2,DCen,0.16288870323958043,0.2365855656999059
3,CCen,0.08304855772135081,0.06825912128540589
4,BCen,0.0003063865622222298,0.0031552802148794596
