,Type,Mean,Std
0,Nodes,28.78,5.572396252959762
1,Edges,25.7,7.33007503372237
2,DCen,0.06340492982175241,0.045106032032479454
3,CCen,0.03698885991533357,0.02981269254383261
4,BCen,0.0012194159594237218,0.004381519965074985
