,Type,InputFile,Mean,Std
0,Nodes,3535353535,40.06,4.3469989648031895
1,Nodes,3535353535,47.6,3.3286633954186478
2,Edges,3535353535,51.02,10.420153549732365
3,Edges,3535353535,93.38,30.632590487910093
4,DCen,3535353535,0.06472980583108921,0.060976049980129524
5,DCen,3535353535,0.0830424911936322,0.0824727693652251
6,CCen,3535353535,0.04679120595893299,0.02678137318972475
7,CCen,3535353535,0.08046541442968498,0.044816336530920195
8,BCen,3535353535,0.0033858193636484104,0.01000079662817733
9,BCen,3535353535,0.009438003998441498,0.0238579153053175
