,Type,InputFile,Mean,Std
0,Nodes,1919191919,50.0,0.0
1,Nodes,1919191919,38.92,5.782179519869649
2,Edges,1919191919,256.64,11.526942352592902
3,Edges,1919191919,46.82,11.824872092331486
4,DCen,1919191919,0.2095020408163265,0.08511710491642932
5,DCen,1919191919,0.06244288769796205,0.05072278043203427
6,CCen,1919191919,0.3208746792504751,0.0374301629351355
7,CCen,1919191919,0.040352523297594645,0.027431783178345014
8,BCen,1919191919,0.027439625850340134,0.02503435749795494
9,BCen,1919191919,0.0015980310634489514,0.0051126016209221276
