,Type,InputFile,Mean,Std
0,Nodes,2121212121,49.9,0.36055512754639896
1,Nodes,2121212121,50.0,0.0
2,Edges,2121212121,150.42,9.77157100982232
3,Edges,2121212121,256.64,11.526942352592902
4,DCen,2121212121,0.12329669470653566,0.0767451641044331
5,DCen,2121212121,0.2095020408163265,0.08511710491642932
6,CCen,2121212121,0.16326022438032248,0.04194491221152325
7,CCen,2121212121,0.3208746792504751,0.0374301629351355
8,BCen,2121212121,0.023017867687397046,0.0327924142808473
9,BCen,2121212121,0.027439625850340134,0.02503435749795494
