,Type,InputFile,Mean,Std
0,Nodes,3838383838,42.54,3.868901652924251
1,Nodes,3838383838,45.78,2.7589128293586955
2,Edges,3838383838,61.18,12.017803459867364
3,Edges,3838383838,69.36,12.631326137821
4,DCen,3838383838,0.06875766113920895,0.061307207340663174
5,DCen,3838383838,0.06733318553466192,0.052792861376519916
6,CCen,3838383838,0.05335693599883678,0.02999860845969582
7,CCen,3838383838,0.05325032502792458,0.03268890536011637
8,BCen,3838383838,0.005338732593041227,0.015012143620125002
9,BCen,3838383838,0.005845292105190115,0.017152447974308666
