,Type,InputFile,Mean,Std
0,Nodes,2323232323,49.88,0.3815756805667782
1,Nodes,2323232323,42.54,3.868901652924251
2,Edges,2323232323,146.8,12.289833196589774
3,Edges,2323232323,61.18,12.017803459867364
4,DCen,2323232323,0.12038960809459855,0.0743887330111155
5,DCen,2323232323,0.06875766113920895,0.061307207340663174
6,CCen,2323232323,0.16467444606978476,0.049358038676573096
7,CCen,2323232323,0.05335693599883678,0.02999860845969582
8,BCen,2323232323,0.02569072411001883,0.03649930010202475
9,BCen,2323232323,0.005338732593041227,0.015012143620125002
